,company,brand,category,estb_date,com_type,register_date,asset_2018,debt_2018,equity_2018,sales_2018,opr_2018,ni_2018,asset_2019,debt_2019,equity_2019,sales_2019,opr_2019,ni_2019,asset_2020,debt_2020,equity_2020,sales_2020,opr_2020,ni_2020,emp_임원,emp_직원,emp_total,n_brand,family_com,fran_start_year,total_store_2018, com_own_store_2018, fran_store_2018,total_store_2019, com_own_store_2019, fran_store_2019,total_store_2020, com_own_store_2020, fran_store_2020,new_store_2018, finish_1_store_2018, finish_2_store_2018,new_store_2019, finish_1_store_2019, finish_2_store_2019,new_store_2020, finish_1_store_2020, finish_2_store_2020,sub_hq, adv_fee, sales_fee, fran_type, deposit_fee,violation_1, violation_2, violation_3,fran_fee, traing_fee, deposit, etc_fee, total_fee,interior_fee_per_area, area_criterion, total_interior_fee,contract_term_initial, contract_term_re
3006,(주)리빈코리아,카페리빈,커피,1993.10.20,법인,2016.05.12,"2,585,267","1,904,693","680,574","3,646,732","66,261","3,987","2,388,330","2,021,408","366,922","3,343,196","82,490","11,566","2,559,759","2,184,685","375,074","2,870,100","83,835","8,151",4,35,39,1,0,7/3/2014,27,13,14,29,11,18,30,11,19,3,0,3,5,1,0,6,0,5,0,"1,513",0,예치제,"12,700",0,0,0,"4,400","3,300","5,000","66,550","79,250","1,980",66,"39,600",2,2
3015,(주)피쉐프코리아,말리따(MALITTA),커피,2015.12.15,법인,2019.10.24,"3,692,770","2,732,280","960,490","8,194,146","226,475","103,451","4,068,774","2,959,948","1,108,826","8,523,108","223,464","148,336","4,098,643","3,016,922","1,081,721","6,797,139","-566,280","-354,636",1,49,50,4,0,12/10/2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"50,938","15,208",예치제,"13,000",0,0,0,"7,700","3,300","2,000","35,000","48,000","2,200",17,"11,000",3,3
3059,(주)루앤비,카페루앤비,커피,2014.11.01,법인,2012.12.10,"1,588,681","1,207,765","380,916","2,816,819","-102,893","-122,140","1,683,539","1,486,418","197,121","1,616,632","-164,240","-183,795","1,218,613","1,120,824","97,789","888,758","-86,635","-99,332",2,5,7,2,0,5/29/2012,100,0,100,91,0,91,81,0,81,21,10,14,17,12,14,17,0,27,0,"29,099","29,099",예치제,"11,800",0,0,0,"5,500","3,300","3,000","41,690","53,490","1,650",26,"13,200",2,2
3081,(주)엘리얼티발,OPPACOFFEE(오피피에이커피),커피,2019.03.29,법인,2020.10.15,"670,970","717,311","-46,341","127,334","-34,953","-33,383","439,105","452,062","-12,957","19,293","-14,503","-15,034","670,970","717,311","-46,341","127,334","-34,953","-33,383",2,2,4,1,0,7/23/2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,예치제,"1,300",0,0,0,"5,500","5,500","2,000","58,080","71,080","2,200",33,"22,000",2,1
3167,(주)탐앤탐스,탐앤탐스커피(TOMNTOMSCOFFEE),커피,2004.12.21,법인,2008.08.26,"69,984,675","46,493,234","23,491,441","82,387,074","4,117,088","4,606,039","120,989,651","79,389,585","41,600,066","74,025,294","2,522,277","3,670,452","112,673,184","76,070,377","36,602,807","68,366,316","1,702,204","-5,111,516",4,338,342,2,0,12/18/2004,352,46,306,333,53,280,349,48,301,24,53,0,18,44,0,54,33,0,1,"362,846",0,예치제,"21,000",0,0,1,"11,000",0,"10,000","169,108","190,108","2,200",99,"66,000",3,1
3202,토리스타씨앤에스(toristarC&S),토리스타특별한커피,커피,2016.04.13,개인,2016.09.13,"23,542",89,"23,453","351,153",-197,500,"40,672",429,"40,243","335,303","14,952","16,790","56,130",823,"55,307","288,106","12,387","15,062",2,3,5,1,0,6/30/2016,9,0,9,8,0,8,11,0,11,3,0,1,0,0,1,4,0,1,0,0,0,예치제,"8,600",0,0,0,"3,300","3,300","2,000","131,450","140,050","2,200",99,"66,000",2,2
3209,(주)더드림홀딩스,카페드림,커피,2010.06.09,법인,2012.08.20,"4,267,110","6,979,395","-2,712,285","8,628,624","239,640","103,503","5,490,766","5,352,914","137,852","10,017,023","243,372","240,137","7,331,753","5,741,397","1,590,356","11,335,899","118,040","62,504",2,65,67,1,0,6/1/2010,72,68,4,76,72,4,81,78,3,0,1,0,2,2,0,0,1,0,0,"4,400",0,예치제,"16,000",0,0,0,"11,000",0,"5,000","130,900","146,900","2,200",99,"66,000",1,1
3221,(주)해피랜드에프엔비,탭플레이(TAPLAY),커피,2015.11.17,법인,2016.01.28,"1,239,516","2,811,421","-1,571,905","1,176,095","-1,097,729","-1,159,316","722,648","3,157,389","-2,434,741","1,196,967","-839,408","-862,836","700,627","2,840,755","-2,140,128","1,852,801","-647,418","-700,491",3,18,21,1,0,6/24/2016,24,3,21,28,2,26,36,2,34,14,0,2,13,0,8,14,0,6,0,"127,951",0,예치제,"12,700",1,0,0,"5,500","2,200","5,000","52,200","64,900","2,100",33,"21,000",3,1
3229,블레스롤가맹본부,블레스롤(BlessRoll),커피,2016.02.12,개인,2015.07.24,"355,974","310,923","45,051","2,216,594","-406,833","-407,757","718,734","633,726","85,008","2,582,876","41,250","26,957","611,841","409,728","202,113","2,398,974","100,730","104,081",1,11,12,1,0,10/12/2015,20,2,18,20,2,18,22,2,20,11,0,2,4,0,4,4,0,2,0,"15,550","66,012",예치제,"23,700",0,0,0,"13,200","5,500","5,000","191,400","215,100","2,970",99,"89,100",2,2
3246,반반스프링스,반반스프링스커피(BANBANSPRINGSCOFFEE),커피,2011.12.29,개인,2019.11.29,"1,092,191","386,345","705,846","312,835","42,853","34,964","1,094,762","502,116","592,646","311,832","49,439","35,299","1,118,020","532,379","585,641","299,858","46,054","30,994",1,2,3,1,0,8/5/2015,15,1,14,16,1,15,15,1,14,3,0,2,2,0,1,3,0,4,0,0,0,해당없음,0,1,0,0,0,0,0,"63,500","63,500",900,83,"22,500",2,1
3251,(주)빈스앤로스터리코리아,빈스빈스,커피,2006.02.20,법인,2009.06.30,"3,555,569","2,761,987","793,582","4,834,962","60,583","6,276","3,485,403","2,862,618","622,785","4,760,508","55,331","-170,795","2,984,082","2,352,297","631,785","3,595,726","70,754","8,999",5,31,36,1,0,7/1/2007,32,6,26,34,6,28,31,5,26,2,3,1,5,2,3,1,1,2,0,"10,228",0,해당없음,0,0,0,0,"11,000",0,"10,000","134,000","155,000","2,500",99,"75,000",2,1
3275,(주)육십오도씨,cafe65℃,커피,2014.06.05,법인,2015.06.11,"342,234","265,604","76,630","1,458,177","21,474","18,214","465,107","462,652","2,455","1,406,466","-71,529","-65,037","365,857","443,945","-78,088","1,532,410","-61,730","-80,515",2,5,7,1,0,5/10/2014,13,0,13,14,0,14,14,0,14,6,0,3,3,0,2,1,0,1,0,"13,903",0,예치제,"5,400",0,0,0,"2,200","2,200","1,000","53,020","58,420","1,760",33,"17,600",1,1
3276,(주)코나헤이븐코리아,코나헤이븐(KONAHAVEN),커피,2016.11.01,법인,2020.01.09,"350,679","423,357","-72,678","285,343","-98,416","-98,753","307,920","353,072","-45,152","308,305","-154,739","-152,473","314,010","405,029","-91,019","206,631","-79,361","-79,011",4,2,6,1,0,1/22/2013,2,0,2,2,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,88,0,보험,"26,500",0,0,0,"12,100","4,400","10,000","223,850","250,350","3,850",149,"173,250",3,1
3343,데니스,데니스,커피,2005.01.01,개인,2013.04.04,"87,040",357,"86,683","317,785","13,796","14,399","95,067",570,"94,497","254,598","10,983","14,713","75,876","7,825","68,051","344,792","19,533","20,053",1,2,3,1,0,4/4/2013,22,0,22,20,0,20,18,0,18,4,0,4,2,0,4,5,0,7,0,0,0,보험,"6,850",0,0,0,"3,300",550,"3,000","36,000","42,850","1,650",33,"16,500",2,1
3376,(주)올리브홀딩스,팬도로시,커피,2011.09.23,법인,2008.11.04,"1,978,930","1,792,687","186,243","3,738,355","58,265","3,263","2,337,206","2,150,545","186,661","5,772,342","80,268","4,018","2,641,698","2,441,197","200,501","7,470,924","2,713","15,132",2,22,24,2,0,8/7/2008,26,8,18,29,12,17,30,14,16,0,2,7,1,2,0,0,1,0,0,44,0,보험,"9,000",0,0,0,"4,900","1,100","3,000","124,700","133,700","3,000",66,"60,000",3,1
3398,인버스에프앤비(주),카페인버스,커피,2012.09.12,법인,2014.12.19,"3,034,891","5,610,804","-2,575,913","3,456,902","-1,255,066","-1,174,458","4,076,897","7,128,663","-3,051,766","4,361,592","-535,138","-475,853","3,038,048","4,756,455","-1,718,407","4,813,352","-391,298","1,333,354",2,5,7,1,0,1/5/2015,5,0,5,4,0,4,2,0,2,0,0,0,0,0,1,0,1,1,0,525,"11,142",예치제,"17,700",0,0,0,"5,500","2,200","10,000","185,200","202,900","3,390",116,"118,650",2,2
3483,(주)띵크커피코리아,띵크커피,커피,2011.08.05,법인,2012.08.27,"4,705,135","4,904,878","-199,743","2,567,883","-161,737","18,112","5,022,828","5,213,778","-190,950","2,605,422","80,722","8,792","4,504,968","4,648,180","-143,212","2,473,914","130,158","47,738",4,38,42,1,0,4/1/2013,11,6,5,9,5,4,6,5,1,0,0,0,0,0,1,0,1,2,0,0,0,예치제,"36,500",0,0,0,"13,200","3,300","20,000","249,700","286,200","2,970",132,"118,800",1,1
3487,(주)희천,더리터(THELITER),커피,2015.11.16,법인,2015.12.09,"2,251,067","1,781,177","469,890","12,973,749","217,526","336,102","3,207,494","2,493,372","714,122","21,075,913","785,045","546,042","4,880,545","3,224,591","1,655,954","22,604,248","1,725,451","1,241,831",3,26,29,1,0,8/1/2015,127,0,127,185,0,185,224,0,224,63,1,9,69,4,7,55,0,16,4,"50,269","40,799",예치제,"8,800",0,0,0,"5,500","3,300",0,"65,660","74,460","2,090",33,"20,900",2,1
3519,커피시장상동점,커피시장,커피,2015.12.05,개인,2016.09.23,"252,594","102,703","149,891","206,755","16,715","13,458","143,762",475,"143,287","112,164","3,894","6,685","128,801",991,"127,810","136,958","6,748","8,674",1,0,1,1,0,3/2/2017,2,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,보험,"14,900",0,0,0,"7,700","2,200","5,000","82,500","97,400","2,200",66,"44,000",2,1
3581,(주)세화에프앤씨,플라타너스(PLATANUS),커피,2011.12.19,법인,2014.06.13,"161,078","150,479","10,599","182,696",469,401,"158,721","147,989","10,732","197,646",154,133,"160,627","237,665","-77,038","165,746","-87,784","-87,769",2,0,2,1,0,6/1/2013,7,0,7,6,0,6,6,0,6,2,1,0,0,0,1,1,1,0,0,0,0,예치제,"21,000",0,0,0,"13,000","5,000","3,000","157,300","178,300","2,500",99,"75,000",3,3
3651,태영에프앤비(주),주커피,커피,2012.07.01,법인,2012.08.02,"2,202,954","986,236","1,216,718","1,243,686","-308,852","1,090,411","840,398","525,848","314,550","1,404,600","-284,838","-902,167","611,427","619,703","-8,276","1,022,477","-148,377","-145,620",1,8,9,1,0,7/1/2012,47,2,45,39,1,38,32,1,31,5,0,12,7,0,14,1,0,8,0,"18,518","4,472",예치제,"16,000",0,0,0,"5,500","5,500","5,000","221,650","237,650","2,200",165,"110,000",2,2
3679,(주)강남사람들,티블랙(TEABLACK),커피,2016.03.02,법인,2016.07.11,"222,809","389,087","-166,278","317,185","-86,426","-86,983","180,067","405,192","-225,125","308,342","-59,876","-58,847","57,894","265,652","-207,758","291,586","-49,613","17,368",1,1,2,1,0,6/1/2016,4,2,2,5,2,3,5,1,4,2,0,0,1,0,0,1,0,0,0,0,0,예치제,"8,800",0,0,0,"5,500","3,300",0,"59,000","67,800","2,800",33,"28,000",2,2
3718,(주)놀부,벨라빈스커피,커피,1990.01.03,법인,2015.01.07,"106,411,649","50,087,308","56,324,341","101,544,103","-3,230,590","-6,873,779","77,913,777","43,912,794","34,000,983","86,712,453","-1,411,283","-22,031,115","66,280,730","39,807,368","26,473,362","71,633,984","116,397","-7,573,829",11,264,275,24,0,12/19/2014,8,0,8,7,0,7,6,0,6,0,0,0,0,1,0,0,1,0,0,"829,631","363,704",보험,"13,000",0,0,0,"5,500","5,500","2,000","216,810","229,810","2,970",99,"89,100",3,3
3725,(주)그레닉스,빌리엔젤,커피,2012.06.12,법인,2013.08.22,"11,734,401","8,388,880","3,345,521","15,303,007","1,008,706","718,349","16,367,304","13,192,352","3,174,952","20,134,965","1,205,258","572,458","17,684,648","13,873,971","3,810,677","24,114,427","1,264,715","702,585",3,270,273,2,0,6/25/2012,59,20,39,74,28,46,64,22,42,13,0,5,13,0,6,6,10,0,0,"46,593","14,654",예치제,"15,000",2,0,0,"7,000","3,000","5,000","221,100","236,100","2,750",66,"55,000",2,1
3744,(주)퍼스트에이엔티,바빈스,커피,2002.08.27,법인,2012.03.06,"5,757,779","2,230,261","3,527,518","5,435,493","19,684","65,938","6,014,195","2,378,601","3,635,594","6,460,797","10,600","108,077","4,543,556","2,094,894","2,448,662","3,467,498","-577,236","-1,186,932",3,20,23,2,0,1/27/2012,63,3,60,63,0,63,59,1,58,4,8,8,21,16,2,10,9,6,0,"47,787","9,401",보험,"19,500",0,0,0,"13,200","3,300","3,000","49,500","69,000","2,475",26,"19,800",5,2
3784,(주)커피명가,커피명가,커피,2004.08.16,법인,2009.05.28,"3,533,746","1,683,150","1,850,596","3,242,156","178,034","161,248","3,784,711","1,838,676","1,946,035","3,287,328","146,816","145,439","4,993,721","2,872,223","2,121,498","4,434,029","205,302","175,462",5,15,20,1,0,3/1/2005,47,7,40,43,7,36,45,9,36,2,2,0,1,5,0,3,3,0,0,0,0,예치제,"29,200",0,0,0,"22,000","2,200","5,000","169,400","198,600","2,750",99,"82,500",3,1
3837,(주)제너러스커피,generuscoffee(제너러스커피),커피,2013.11.01,법인,2019.11.01,"37,289","258,259","-220,970","8,907","-25,424","-25,451","126,711","127,991","-1,280","74,472","-30,313","-30,311","146,825","462,811","-315,986","108,893","-66,509","-64,705",1,0,1,1,0,11/25/2019,0,0,0,2,2,0,4,2,2,0,0,0,0,0,0,2,0,0,0,"1,694",0,보험,"15,200",0,0,0,"11,000","2,200","2,000","82,500","97,700","4,400",33,"44,000",2,1
3876,(주)감성인터내셔널,코페아커피(COFFEACOFFEE),커피,2008.02.11,법인,2009.08.17,"7,175,255","3,463,998","3,711,257","6,077,129","1,330,824","1,241,010","11,827,855","6,573,167","5,254,688","5,430,897","1,734,106","1,484,430","11,877,081","6,332,484","5,544,597","5,094,443","695,769","289,908",2,18,20,1,0,3/1/2007,26,0,26,21,0,21,16,0,16,1,0,11,0,0,5,0,0,5,0,90,0,예치제,"17,000",0,0,0,"8,800","2,200","6,000","130,000","147,000","2,500",66,"50,000",3,3
3896,(주)라이온에프지,까사밍고,커피,2008.07.21,법인,2013.10.04,"7,117,321","5,800,292","1,317,029","5,707,252","184,128","41,442","4,668,521","3,633,516","1,035,005","2,235,445","-210,103","2,462","4,868,485","3,836,381","1,032,104","338,906","85,285","2,900",1,3,4,4,0,10/4/2013,20,0,20,10,0,10,7,0,7,9,0,13,3,0,13,0,0,3,0,"2,437",0,예치제,"26,500",0,0,0,"11,000","5,500","10,000","114,455","140,955","2,750",66,"55,000",3,3
3928,(주)카페원플러스원,카페원플러스원,커피,2012.06.07,법인,2011.10.07,"1,367,038","889,859","477,179","1,469,709","107,514","32,215","1,314,005","821,488","492,517","1,218,644","33,058","15,338","1,335,360","829,966","505,394","1,056,939","18,380","12,876",3,2,5,2,0,10/15/2011,57,1,56,51,1,50,50,1,49,5,0,3,2,4,4,2,0,3,0,93,0,예치제,"14,990",1,0,0,"10,890","1,100","3,000","75,960","90,950","1,870",66,"37,400",2,1
3947,(주)오리지날스푼,릴렉스라운지,커피,2013.11.20,법인,2018.05.15,"2,957,133","2,708,196","248,937","6,695,642","-96,290","-103,565","2,303,920","2,024,879","279,041","4,567,736","27,258","-19,895","1,994,200","2,168,707","-174,507","2,735,486","-377,595","-453,548",2,13,15,5,0,7/23/2015,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,예치제,"16,300",0,0,0,"11,000","3,300","2,000","227,700","244,000","2,200",198,"132,000",2,1
3950,(주)카페데베르,카페데베르,커피,2011.01.01,법인,2009.04.21,"358,034","77,393","280,641","200,319","-14,675","-13,927","360,220","69,884","290,336","164,233","4,751","9,694","358,223","64,174","294,049","191,027","-5,167","3,713",1,4,5,1,0,9/20/2006,4,1,3,4,1,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,예치제,"21,000",0,0,0,"11,000",0,"10,000","187,000","208,000","2,860",132,"114,400",5,5
3958,(주)카페원플러스원,1LiTERCOFFEE,커피,2012.06.04,법인,2020.02.17,"1,367,038","889,859","477,179","1,469,709","107,514","32,215","1,314,005","821,488","492,517","1,218,644","33,058","15,338","1,335,360","829,966","505,394","1,056,939","18,380","12,876",3,2,5,2,0,8/28/2015,8,0,8,7,0,7,8,0,8,0,0,4,0,0,1,1,0,0,0,93,0,예치제,"7,950",1,0,0,"3,300","1,650","3,000","54,560","62,510","1,870",33,"18,700",2,1
4017,(주)에스엔인더스트리,복고다방,커피,2010.11.06,법인,2015.10.26,"181,677","195,913","-14,236","1,531,976","112,156","119,055","162,989","151,270","11,719","1,415,867","25,082","25,955","152,921","131,427","21,494","1,307,390","-5,551","9,774",1,8,9,4,0,8/3/2015,32,0,32,30,0,30,23,0,23,11,0,16,8,0,10,6,0,13,0,0,0,예치제,"13,000",0,0,0,"7,700","3,300","2,000","45,100","58,100","1,994",26,"15,950",1,1
4110,(주)에이쓰리바우트커피,에이쓰리바우트커피,커피,2016.09.08,법인,2018.01.17,"435,123","366,961","68,162","494,016","36,929","41,162","544,792","417,445","127,347","691,353","90,726","59,185","555,508","391,623","163,885","548,051","40,919","36,538",2,5,7,1,0,1/13/2017,6,1,5,6,1,5,6,1,5,5,0,0,1,0,1,0,0,0,0,0,0,예치제,"9,700",0,0,0,"5,500","2,200","2,000","64,350","74,050","1,650",33,"16,500",2,1
4118,(주)위드텀브,텀브커피,커피,2016.08.02,법인,2016.10.14,"302,405","221,152","81,253","1,149,058","38,922","33,317","293,267","171,279","121,988","1,205,028","28,418","40,735","659,769","504,521","155,248","1,293,639","3,010","33,259",1,8,9,1,0,1/13/2016,56,0,56,55,0,55,55,4,51,22,6,5,15,6,10,10,9,3,0,"17,072",0,예치제,"8,800",0,0,0,"5,500","3,300",0,"69,850","78,650","1,650",66,"33,000",2,1
4121,(유)다빈,라센다커피,커피,2011.12.02,법인,2018.09.14,"50,025","391,263","-341,238","187,263","-87,738","-88,165","72,118","58,211","13,907","177,674","-18,263","355,145","58,053","79,566","-21,513","152,940","-35,425","-35,420",2,1,3,1,0,4/1/2018,0,0,0,1,0,1,5,0,5,0,0,0,1,0,0,4,0,0,0,0,0,예치제,"32,500",0,0,0,"22,000","5,500","5,000","94,600","127,100","1,650",132,"66,000",2,1
4128,(주)편안,카페아이엠티,커피,2011.10.28,법인,2012.08.29,"431,302","237,549","193,753","1,239,448","30,709","21,444","804,724","585,339","219,385","930,764","38,535","25,632","765,310","517,426","247,884","845,366","2,191","28,499",2,4,6,2,0,11/8/2011,34,2,32,31,1,30,29,1,28,7,0,6,4,0,6,1,2,1,0,"10,941",0,예치제,"8,500",0,0,0,"3,300","2,200","3,000","80,300","88,800","2,420",50,"36,300",1,1
4130,(주)커피베이,커피베이,커피,2009.12.01,법인,2011.06.27,"10,602,246","7,787,835","2,814,411","19,285,047","967,851","399,811","11,176,081","7,848,734","3,327,347","23,193,160","2,560,472","512,935","11,454,498","7,860,715","3,593,783","26,830,016","2,932,592","766,436",1,81,82,1,0,6/30/2011,477,6,471,544,5,539,604,7,597,113,20,50,148,52,28,147,62,27,0,"1,262,028","78,146",보험,"13,800",0,0,0,"5,500","3,300","5,000","52,140","65,940","2,090",26,"16,720",2,1
4167,(주)제이엠커피컴퍼니,컴포즈커피(COMPOSECOFFEE),커피,2014.11.10,법인,2014.12.23,"2,765,180","1,498,670","1,266,510","5,439,159","815,352","654,856","3,673,341","1,407,147","2,266,194","6,516,524","1,127,362","1,003,504","7,349,962","3,097,601","4,252,361","12,769,577","2,420,029","2,113,811",1,19,20,1,0,8/11/2014,146,0,146,214,0,214,384,0,384,53,0,0,74,6,0,175,5,0,5,"534,838",0,보험,"12,700",0,0,0,"5,500","2,200","5,000","70,510","83,210","1,767",50,"26,510",2,1
4288,(주)홍두당,cafe근대골목도나스,커피,2016.07.01,법인,2018.05.21,"713,249","431,048","282,201","1,204,234","64,138","62,411","3,138,630","1,678,437","1,460,193","6,538,134","1,164,223","1,167,789","6,647,964","4,766,088","1,881,876","6,571,036","586,491","421,683",2,49,51,2,0,6/1/2018,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,예치제,"19,500",0,0,0,"11,000","5,500","3,000","228,800","248,300","2,750",132,"110,000",2,2
4293,(주)비브라더스,감성커피,커피,2013.12.02,법인,2018.01.26,"1,424,578","913,225","511,353","3,051,621","162,581","179,999","1,816,007","1,038,422","777,585","4,593,151","314,880","257,231","2,598,730","1,208,460","1,390,270","5,421,380","811,974","641,256",2,0,2,2,0,1/2/2018,0,0,0,121,0,121,162,0,162,0,0,0,121,0,0,60,0,19,0,"143,838",0,예치제,"7,500",0,0,0,"3,300","2,200","2,000","34,900","42,400","1,438",26,"11,500",3,1
4340,(자)동명식품서울지점,커피홀(coffeehole),커피,1985.01.01,법인,2011.05.25,"18,682,064","10,422,578","8,259,486","17,166,662","445,898","1,188,804","17,540,511","8,323,517","9,216,994","18,430,338","1,887,909","1,866,364","18,029,492","6,819,689","11,209,803","18,753,834","2,207,746","1,992,808",3,16,19,2,0,7/14/2011,34,0,34,25,0,25,24,0,24,20,1,19,6,6,9,3,0,5,0,"137,864","1,658",보험,"18,750",0,0,0,"8,250","5,500","5,000","54,340","73,090","1,980",26,"15,840",2,1
4343,조이풀컴퍼니(주),카페글렌,커피,2009.07.15,법인,2012.10.18,"701,638","613,545","88,093","1,578,027","59,512","54,257","800,847","703,187","97,660","1,317,609","9,747","9,567","777,873","537,151","240,722","1,951,022","132,823","143,062",1,6,7,1,0,11/9/2009,69,0,69,75,1,74,80,0,80,14,0,11,12,0,7,16,0,10,0,"5,176",0,예치제,"9,050",0,0,0,"5,500",550,"3,000","75,790","84,840","2,200",50,"33,000",2,2
4355,(주)에스에이치네트웍스,베스트빈,커피,2013.10.14,법인,2008.08.14,"10,528,629","8,703,162","1,825,467","875,604","141,657","-73,819","10,309,912","6,975,548","3,334,364","787,158","121,590","218,898","10,288,476","6,942,487","3,345,989","847,874","188,955","11,625",4,4,8,1,0,9/10/2004,34,0,34,30,0,30,29,0,29,1,1,2,0,1,3,2,0,3,0,498,0,보험,"3,300",0,0,0,"3,300",0,0,"44,550","47,850","1,870",33,"18,700",3,3
4362,(주)아슬란,카페아슬란,커피,2011.03.29,법인,2016.02.04,"813,010","3,704,994","-2,891,984","1,424,875","-92,988","-185,487","1,321,358","3,571,208","-2,249,850","3,989,928","357,580","642,133","1,531,881","3,679,038","-2,147,157","4,689,117","122,146","102,693",1,13,14,2,0,4/22/2016,5,3,2,6,4,2,5,3,2,1,0,0,1,1,0,0,0,0,0,"74,395",0,예치제,"36,500",0,0,0,"11,000","5,500","20,000","218,407","254,907","3,025",132,"121,000",2,1
4425,(주)로반스윗,로반스윗,커피,2017.03.20,법인,2019.06.07,"255,320","224,653","30,667","197,014","1,088",667,"223,907","184,230","39,677","785,042","6,690","9,009","222,935","174,883","48,052","646,205","7,580","8,374",4,3,7,1,0,10/24/2017,2,0,2,9,0,9,10,0,10,2,0,0,7,0,0,3,0,2,0,0,0,예치제,"8,500",0,0,0,"3,300","2,200","3,000","65,450","73,950","2,750",33,"27,500",2,1
4432,(주)떼루와,카페브루빈(cafeBREWBEAN),커피,2015.05.18,법인,2018.12.07,"849,311","330,355","518,956","2,029,743","-167,908","-138,084","610,401","228,223","382,178","657,796","-197,768","-136,777","521,800","140,179","381,621","430,106","-25,388",-577,2,5,7,2,0,12/27/2018,0,0,0,2,0,2,1,0,1,0,0,0,2,0,0,0,0,1,0,"9,240","11,526",보험,"10,800",0,0,0,"5,500","3,300","2,000","112,750","123,550","3,080",83,"77,000",3,1
4451,(주)커피코트,커피코트,커피,2014.02.24,법인,2016.06.21,"1,181,867","1,124,817","57,050","1,530,871","91,370","57,782","1,100,888","924,322","176,566","2,370,781","124,473","119,515","982,925","781,233","201,692","2,033,235","37,698","25,126",1,7,8,1,0,5/2/2016,20,2,18,35,2,33,37,2,35,14,0,1,16,0,1,6,0,4,0,"9,904",0,예치제,"13,000",0,0,0,"5,500","5,500","2,000","80,160","93,160","2,904",33,"29,040",3,1
4475,(주)벌크커피,벌크커피(BULKCOFFEE),커피,2016.11.10,법인,2018.05.17,"72,921","44,000","28,921",0,"-1,079","-1,078","387,868","217,846","170,022","4,027,779","106,039","141,100","532,453","161,911","370,542","5,489,703","121,533","177,113",4,19,23,1,0,1/15/2018,0,0,0,66,0,66,105,1,104,0,0,0,0,0,0,41,0,3,1,"4,250",0,보험,"10,800",0,0,0,"5,500","3,300","2,000","58,300","69,100","1,650",33,"16,500",2,2
4555,(주)버블엔젤,버블엔젤(BubbleAngel),커피,2017.06.12,법인,2017.11.02,"50,937","21,551","29,386","64,448","19,381","19,385","55,105","2,780","52,325","231,260","25,952","22,938","94,116","14,376","79,740","231,552","14,412","27,416",2,4,6,1,0,4/27/2020,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,예치제,"13,800",0,0,0,"5,500","3,300","5,000","65,450","79,250","2,750",33,"27,500",2,1
